filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
frontispiece-tablet.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/frontispiece-tablet.jpg,jpg,Website,Website source or deployed/static asset,2026-07-25T17:06:08-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-tablet.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/frontispiece-tablet.jpg,CODEX_DRAGON_WORKING_COPY,91607,2473d6b8cad0664b222686a3e88e4a6f5ccc685835964792ec9d9a3aa01fff62
image-desktop.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/image-desktop.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T16:30:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-desktop.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-desktop.jpg,CODEX_DRAGON_WORKING_COPY,700804,78808df9320e4c6161f2533de6381895bf3abe4559fcaff555c68e521e4ff8cf
image-mobile.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/image-mobile.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T16:30:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-mobile.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-mobile.jpg,CODEX_DRAGON_WORKING_COPY,169444,7ac26643f797affbd5554bf5b2da72c306dc19935cffcddb2e4453c78a292304
image-tablet.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/image-tablet.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T16:30:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-tablet.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/image-tablet.jpg,CODEX_DRAGON_WORKING_COPY,351681,421bff909a3656b2255de2a68c95c4f56128a95a2f3976fbde7bebc90b70226a
journal-arch.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/journal-arch.png,png,Website,Website source or deployed/static asset,2026-07-12T16:36:26-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/journal-arch.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/journal-arch.png,CODEX_DRAGON_WORKING_COPY,291080,1a1fc2485e8d9dad18a9a45b5b19763de1aa06d16a4bfd89d25731f8530894c2
journal-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/journal-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T15:27:04-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/journal-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/journal-bg.jpg,CODEX_DRAGON_WORKING_COPY,140526,6418a31d955fdedb1219732ba1758d4a30785b2bbb7ecebefb4dac8e7877642a
larger-story-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/larger-story-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T18:44:51-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/larger-story-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/larger-story-bg.jpg,CODEX_DRAGON_WORKING_COPY,129222,d1def395c950d00fd62e95297ae695f62d19e2e8ac57ab45518c10023eba7aa3
living-message-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/living-message-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T18:39:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/living-message-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/living-message-bg.jpg,CODEX_DRAGON_WORKING_COPY,83579,f62394d81ca67cbbd1723f0cd4c6d52424df82bdac92d6651072d44ae3b0fac8
poem-artwork.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/poem-artwork.png,png,Website,Website source or deployed/static asset,2026-07-25T14:54:22-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/forms/dragon-text.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/forms/dragon-text.png,CODEX_DRAGON_WORKING_COPY,275773,74b560c5ee9122316d24e828d72c0c5d9a0050793255f32f872fa30554813216
recognition-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/recognition-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T15:27:04-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/recognition-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/recognition-bg.jpg,CODEX_DRAGON_WORKING_COPY,267397,8e64bde233ef5516e7f7fc610da0e152396c0a96ee099618a3b142ac0ae178e3
reflection-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/reflection-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T17:57:25-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/reflection-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/reflection-bg.jpg,CODEX_DRAGON_WORKING_COPY,282892,b683c3e2a7d94fad95407d2b1b7d8baaa4906e4b6eaf3e7202437003c5740768
word-bg.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/dragon/read/word-bg.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T16:30:56-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/word-bg.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/dragon/read/word-bg.jpg,CODEX_DRAGON_WORKING_COPY,380155,830bef271721f38b029a62e73dc447772c70e0cdfae6cec6e45865594cf580e7
grismere-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/grismere-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T12:17:42-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/grismere-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/grismere-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,161325,f0ed9e46b31dd7f48b7fa6ffc299ebe1571d513d756f52e2602fabb14b505f27
grismere-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/grismere-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-24T13:28:04-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 5; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/01_Grismere/Final/Grismere_Figure_Edition_Contact_Sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/01_Grismere/Final/Grismere_Figure_Edition_Contact_Sheet.png,CODEX_DRAGON_WORKING_COPY,2415968,7cf901e56b30693a3d08e96b994b97a2c42f2e2b4eedd4237a7b9a816b049eac
grismere-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/grismere-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-06-25T13:27:43-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/grismere-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/grismere-figure.jpg,CODEX_DRAGON_WORKING_COPY,539280,621b19ec1e5345eb4d3e45895de2a2edc832d6080373764402944cb7d2ace6b6
poppy-atmospheric-02.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/poppy-atmospheric-02.jpg,jpg,Website,Website source or deployed/static asset,2026-07-14T14:36:07-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-atmospheric-02.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-atmospheric-02.jpg,CODEX_DRAGON_WORKING_COPY,509411,955257127a062e10157c968c14dc1203d22644f2396b65be73bfc32f4b04bde4
poppy-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/poppy-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T12:17:43-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,186483,2311147c0a1af30136bca5aa13e8b3ff730bb65ec426cf4b700d46b10bf0b7bc
poppy-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/poppy-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-25T08:37:44-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-contact-sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-contact-sheet.png,CODEX_DRAGON_WORKING_COPY,2034962,46e0e28d1ed36265dc1af06fd033a08b9532f500676e6049631f14b30024a0eb
poppy-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/poppy-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-07-12T09:27:30-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/poppy-figure.jpg,CODEX_DRAGON_WORKING_COPY,431787,1ebc03f2729ea3da9538a9f9d58f3fa26d55e2847e8ec676816ea2a8ef7d0fbd
queen-ann-contact-sheet-web.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/queen-ann-contact-sheet-web.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T15:01:01-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-contact-sheet-web.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-contact-sheet-web.jpg,CODEX_DRAGON_WORKING_COPY,207837,daf4757cd0cbe181b2f7ca4fdcb1eca7c0417ea24318d81be00cafafcfdd1574
queen-ann-contact-sheet.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/queen-ann-contact-sheet.png,png,Website,Website source or deployed/static asset,2026-06-26T15:01:01-05:00,not explicit,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-contact-sheet.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-contact-sheet.png,CODEX_DRAGON_WORKING_COPY,6237536,3dec2f86acacfa8e18859e21a130c793d7110924ed89f5fd6c37b0714cb7c9a6
queen-ann-figure.jpg,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/editions/queen-ann-figure.jpg,jpg,Website,Website source or deployed/static asset,2026-06-26T15:09:29-05:00,not explicit,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-figure.jpg,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/editions/queen-ann-figure.jpg,CODEX_DRAGON_WORKING_COPY,276666,88d7f19ff9d4be5bc79d334fdff78c6827cf0bbe925f5cf8e49091bb7e11164d
continue-01-notes.txt,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/encounters/continue/continue-01-notes.txt,txt,Website,Website source or deployed/static asset,2026-06-25T08:57:36-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/continue/continue-01-notes.txt,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/continue/continue-01-notes.txt,CODEX_DRAGON_WORKING_COPY,1541,c360ff02d3ff3f60428a7f6aac28bb6777fa69e5f7bc2ac0af264f0de44772a9
continue-01-web.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/encounters/continue/continue-01-web.png,png,Website,Website source or deployed/static asset,2026-06-25T08:56:22-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/continue/continue-01-web.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/continue/continue-01-web.png,CODEX_DRAGON_WORKING_COPY,2721246,62f50369ae1a5bd6d8ff7e532f852490afc8768a6a64886dde59d754bbedf9a8
deep-01-guide.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/encounters/deep/deep-01-guide.png,png,Website,Website source or deployed/static asset,2026-06-24T17:23:40-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/deep/deep-01-guide.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/deep/deep-01-guide.png,CODEX_DRAGON_WORKING_COPY,2047242,dfcf4b83058105631b73b64ff4bc3150a657d2db264db9ccf7becbc3df31d1ce
deep-01-web.png,/Users/sashe/Documents/Codex/2026-08-10/referenced-chatgpt-conversation-this-is-an/work/awakenarts-symbol-prototype/public/images/encounters/deep/deep-01-web.png,png,Website,Website source or deployed/static asset,2026-06-25T07:47:56-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/deep/deep-01-web.png,DUPLICATE / REDUNDANT,Byte-identical to /Users/sashe/Projects/AwakenArts/awakenarts-site/public/images/encounters/deep/deep-01-web.png,CODEX_DRAGON_WORKING_COPY,2099216,b091c18816092cc09252d1354135156c2ac4f768f325b7047cf10b3cbf0f7db1
